spa_id,item_title,container,goldsmiths,date,date_qualifier,sender_name,sender_organization,sender_address,sender_city,sender_country,sender_full_address,recipient_name,recipient_organization,recipient_address,recipient_city,recipient_country,recipient_full_address,original,document_type,format,language,notes,FID,Country,x,y
2353,"Albert Coates to Sergey Sergeevich Prokofiev, 22 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 285",22 August 1923,exact,Albert Coates,not_stated,Blackbird Cottage Four Oaks,Faversham,,"Blackbird Cottage Four Oaks, Faversham",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,English,"Full address: 'Blackbird Cottage, Four Oaks, Faversham'.",67,,0.88290999985368,51.3097300002312
2354,"Rob. Forberg to Sergey Sergeevich Prokofiev, 22 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 287",22 August 1923,exact,Rob Forberg,not_stated,Talstrasse 19,Leipzig,,"Talstrasse 19, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,German,,68,,12.3862047317532,51.3347263587934
2357,"John H. Tillett to Sergey Sergeevich Prokofiev, 22 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 289",22 August 1923,exact,John H. Tillett,not_stated,19 Hanover Square,London,,"19 Hanover Square, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,69,,-0.144297259945522,51.5138061702429
2363,"I. Titov to Sergey Sergeevich Prokofiev, 23 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 295",23 August 1923,exact,I. Titov,not_stated,6 Rue Clodion,Paris,,"6 Rue Clodion, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,Signed 'I.Titov'.,70,,2.29260375771879,48.8514196308766
2368,"Clerical assistant to Sergey Sergeevich Prokofiev, 30 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 299",30 August 1923,exact,Clerical assistant,Breitkopf & Hartel,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,71,,12.3827352602595,51.3339323190797
2370,"Clerical assistant to Sergey Sergeevich Prokofiev, 30 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 301",30 August 1923,exact,Clerical assistant,not_stated,Los Madrazo 14,Madrid,,"Los Madrazo 14, Madrid",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,German,"Sociedad Musical Daniel, S.A.",72,,-3.69759946319188,40.4175395799467
2371,"Ernest Alexandrovich Oeberg to Sergey Sergeevich Prokofiev, 30 August 1923","Box: 1; Folder: 1923, August","Binder IV, page 305",30 August 1923,exact,Ernest Alexandrovich Oeberg,not_stated,not_stated,Leipzig,,Leipzig,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,73,,12.3859400000356,51.345199999964
2373,"Fedor Fedorovich Eval'd to Sergey Sergeevich Prokofiev, 30 August 1923","Box: 1; Folder: 1923, September","Binder IV, page 303",30 August 1923,exact,Fedor Fedorovich Eval'd,not_stated,Theresienstrasse 78,Munich,,"Theresienstrasse 78, Munich",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,Originator: 'Predstavitel' Avgusteishago Bliustitelia Gosudareva Prestola po delam russkikh podannykh v Bavarii'.,74,,11.5720219587803,48.1489864690509
2374,"John H. Tillet to Sergey Sergeevich Prokofiev, 01 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 312",01 September 1923,exact,John H. Tillet,not_stated,19 Hanover Square,London,,"19 Hanover Square, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,75,,-0.144297259945522,51.5138061702429
2375,"Jacques Hébertot to Sergey Sergeevich Prokofiev, 01 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 313",01 September 1923,exact,Jacques Hébertot,not_stated,13 - 15 Avenue Montaigne,Paris,,"13 - 15 Avenue Montaigne, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,76,,2.30331268471353,48.865637943695
2378,"not_stated to Sergey Sergeevich Prokofiev, 03 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 315",03 September 1923,exact,not_stated,not_stated,not_stated,Berlin,,Berlin,Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,telegram,handwritten,German,,77,,13.3769100001127,52.5160400001679
2380,"Grzegorz Fitelberg to Sergey Sergeevich Prokofiev, 04 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 316",04 September 1923,exact,Grzegorz Fitelberg,not_stated,Landhausstrasse 41,Berlin,,"Landhausstrasse 41, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,"Full address: 'Landhausstrasse 41, Berlin'.",78,,13.3287229785788,52.4917283470206
2381,"Ernest Alexandrovich Oeberg to Sergey Sergeevich Prokofiev, 04 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 318",04 September 1923,exact,Ernest Alexandrovich Oeberg,not_stated,not_stated,Berlin,,Berlin,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,79,,13.3769100001127,52.5160400001679
2383,"Clerical assistant to Sergey Sergeevich Prokofiev, 07 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 324",07 September 1923,exact,Clerical assistant,Breitkopf & Hartel,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,80,,12.3827352602595,51.3339323190797
2385,"Ibbs and Tillett to Sergey Sergeevich Prokofiev, 07 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 326",07 September 1923,exact,Ibbs and Tillett,not_stated,19 Hanover Square,London,,"19 Hanover Square, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,81,,-0.144297259945522,51.5138061702429
2390,"Moiseii Davidovich Shereshevsky to Sergey Sergeevich Prokofiev, 09 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 322",09 September 1923,exact,Moiseii Davidovich Shereshevsky,not_stated,Izvestkovaia Ul. 6,Riga,,"Izvestkovaia Ul. 6, Riga",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,"Full address: Izvestkovaia ul. No. 6 kv. 5, Riga'.",82,,34.4685500001573,54.3743499997843
2392,"not_stated to Sergey Sergeevich Prokofiev, 11 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 333",11 September 1923,exact,not_stated,not_stated,Nürnbergerstrasse 36/38,Leipzig,,"Nürnbergerstrasse 36/38, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,typed,German,,83,,12.3827352602595,51.3339323190797
2395,"Clerical assistant to Sergey Sergeevich Prokofiev, 15 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 337",15 September 1923,exact,Clerical assistant,Concerts Populaires,13 Rue Bréderode,Brussels,,"13 Rue Bréderode, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,84,,4.3609136858299,50.8405245619612
2397,"not_stated to Sergey Sergeevich Prokofiev, 17 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 339",17 September 1923,exact,not_stated,not_stated,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,Villa Christophorus,Ettal,Germany,"Villa Christophorus, Ettal",original,postcard,handwritten,Russian,,85,,13.5505293614867,52.5672043793325
2405,"Boris Stepanovich Zakharov to Sergey Sergeevich Prokofiev, 23 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 350",23 September 1923,exact,Boris Stepanovich Zakharov,not_stated,not_stated,Bonn,,Bonn,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,Russian,Signed 'Boris'.,86,,7.1018600001337,50.7324200000278
2407,"Boris Stepanovich Zakharov to Sergey Sergeevich Prokofiev, 25 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 365",25 September 1923,exact,Boris Stepanovich Zakharov,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,postcard,handwritten,Russian,Signed 'Boris'.,87,,2.34143999979337,48.8572100000963
2408,"Herman Keil to Sergey Sergeevich Prokofiev, 26 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 352",26 September 1923,exact,Herman Keil,not_stated,not_stated,Munich,,Munich,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,German,,88,,11.5775399996518,48.1364100002352
2409,"K. Paucitis to Sergey Sergeevich Prokofiev, 26 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 353",26 September 1923,exact,K. Paucitis,not_stated,Avotu iela 34,Riga,,"Avotu iela 34, Riga",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,Full address:'Avotu iela 34' ?,89,,24.1355124951968,56.9512056640551
2411,"Moiseii Davidovich Shereshevsky to Sergey Sergeevich Prokofiev, 26 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 355",26 September 1923,exact,Moiseii Davidovich Shereshevsky,not_stated,Izvestkovaia Ul. 6,Riga,,"Izvestkovaia Ul. 6, Riga",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,90,,34.4685500001573,54.3743499997843
2414,"Clerical assistant to Sergey Sergeevich Prokofiev, 28 September 1923","Box: 1; Folder: 1923, September","Binder IV, page 359",28 September 1923,exact,Clerical assistant,Goodwin&Tabb Ltd.,34 Percy Street,London,,"34 Percy Street, London",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,English,,91,,-0.134032623520596,51.518204180103
2419,"Robert Burness to Sergey Sergeevich Prokofiev, 04 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 367",04 October 1923,exact,Robert Burness,not_stated,11 The Mount,St. Leonards-on-Sea,,"11 The Mount, St. Leonards-on-Sea",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,English,,92,,0.551694453166798,50.8528928642676
2422,"H. Keil to Sergey Sergeevich Prokofiev, 07 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 372",07 October 1923,exact,H. Keil,not_stated,not_stated,Frankfurt,,Frankfurt,Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,handwritten,German,See IV/352/360.,93,,8.68340999955785,50.1120800002715
2423,"Jacques Hébertot to Sergey Sergeevich Prokofiev, 08 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 373",08 October 1923,exact,Jacques Hébertot,not_stated,13 - 15 Avenue Montaigne,Paris,,"13 - 15 Avenue Montaigne, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,94,,2.30331268471353,48.865637943695
2425,"Alexei Fedorovich Staal to Sergey Sergeevich Prokofiev, 08 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 378",08 October 1923,exact,Alexei Fedorovich Staal,not_stated,6 Rue Blaise Desgoffe,Paris,,"6 Rue Blaise Desgoffe, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,95,,2.32439940621461,48.8458259999422
2428,"Clerical assistant to Sergey Sergeevich Prokofiev, 09 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 376",09 October 1923,exact,Clerical assistant,Breitkopf & Hartel,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,,96,,12.3827352602595,51.3339323190797
2430,"Nikolai Titovich Kucheriavy to Sergey Sergeevich Prokofiev, 09 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 380",09 October 1923,exact,Nikolai Titovich Kucheriavy,not_stated,not_stated,Riga,,Riga,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,97,,24.1148699995869,56.9459799998622
2433,"Clerical assistant to Sergey Sergeevich Prokofiev, 15 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 385",15 October 1923,exact,Clerical assistant,La Lecture Universelle,86 Rue de la Montagne,Brussels,,"86 Rue de la Montagne, Brussels",Sergey Sergeevich Prokofiev,not_stated,"c/o American Express, Rue Scribe 11",Paris,,"c/o American Express, Rue Scribe 11, Paris",original,letter,typed,French,,98,,4.35702567846554,50.8477797640289
2434,"Ephraim Gottlieb to Sergey Sergeevich Prokofiev, 17 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 399",17 October 1923,exact,Ephraim Gottlieb,not_stated,"39 South La Salle Street, Suite 418-24",Chicago,,"39 South La Salle Street, Suite 418-24, Chicago",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,English,,99,,-87.6323466033089,41.8808608636857
2435,"Nikolai Titovich Kucheriavy to Sergey Sergeevich Prokofiev, 21 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 386",21 October 1923,exact,Nikolai Titovich Kucheriavy,not_stated,not_stated,Riga,,Riga,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,100,,24.1148699995869,56.9459799998622
2436,"Taburov to Sergey Sergeevich Prokofiev, 24 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 388",24 October 1923,exact,Taburov,not_stated,37 Chemin de la Roseraie,Geneva,,"37 Chemin de la Roseraie, Geneva",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,101,,6.14857067457371,46.1891763802421
2437,"Motoo Ohtaguro to Sergey Sergeevich Prokofiev, 25 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 425",25 October 1923,exact,Motoo Ohtaguro,not_stated,not_stated,Tokyo,Japan,Tokyo,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,English,,102,,139.81756318,35.67172922
2439,"Paul Demasy to Sergey Sergeevich Prokofiev, 31 October 1923","Box: 1; Folder: 1923, October","Binder IV, page 394",31 October 1923,exact,Paul Demasy,not_stated,28 Rue du Printemps,Paris,,"28 Rue du Printemps, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,Note: 'In NM's hand - 394 removed caricatrure'.,103,,2.31019527368823,48.8876554224138
2441,"Paul Demasy to Sergey Sergeevich Prokofiev, 02 November 1923","Box: 1; Folder: 1923, November","Binder IV, page 396",02 November 1923,exact,Paul Demasy,not_stated,28 Rue du Printemps,Paris,,"28 Rue du Printemps, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,104,,2.31019527368823,48.8876554224138
2442,"Fedor Fedorovich Eval'd to Sergey Sergeevich Prokofiev, [03 November 1923]","Box: 1; Folder: 1923, November","Binder IV, page 396b",03 November 1923,implied,Fedor Fedorovich Eval'd,not_stated,Theresienstrasse 78,Munich,,"Theresienstrasse 78, Munich",Sergey Sergeevich Prokofiev,not_stated,66 Rue des St. Pères,Paris,France,"66 Rue des St. Pères, Paris",original,postcard,handwritten,Russian,,105,,11.5720219587803,48.1489864690509
2443,"Paul Demasy to Sergey Sergeevich Prokofiev, 07 November 1923","Box: 1; Folder: 1923, November","Binder IV, page 397",07 November 1923,exact,Paul Demasy,not_stated,28 Rue du Printemps,Paris,,"28 Rue du Printemps, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,French,,106,,2.31019527368823,48.8876554224138
2445,"Aron Minster to Sergey Sergeevich Prokofiev, 09 November 1923","Box: 1; Folder: 1923, November","Binder IV, page 400",09 November 1923,exact,Aron Minster,not_stated,9 Domneasca,Galatz,,"9 Domneasca, Galatz",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,107,,28.0552889089276,45.4316367624155
1552,"Vladimir Nikolaevich Bashkirov to Sergey Sergeevich Prokofiev, 21 April 1919",Box: 1; Folder: 1919,"Binder I, page 52",21 April 1919,exact,Vladimir Nikolaevich Bashkirov,not_stated,780 Park Avenue,New York,,"780 Park Avenue, New York",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,typed,Russian,,108,,-73.9633068488444,40.7720929031068
2083,"Frank Waller to Sergey Sergeevich Prokofiev, 24 November 1922","Box: 1; Folder: 1922, November","Binder III, page 374",24 November 1922,exact,Frank Waller,not_stated,not_stated,Berlin,,Berlin,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,English,,109,,13.3769100001127,52.5160400001679
2085,"Ernest Alexandrovich Oeberg to Sergey Sergeevich Prokofiev, 24 November 1922","Box: 1; Folder: 1922, November","Binder III, page 378",24 November 1922,exact,Ernest Alexandrovich Oeberg,not_stated,not_stated,Leipzig,,Leipzig,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,110,,12.3859400000356,51.345199999964
2086,"Vladimir Nikolaevich Tsederbaum to Sergey Sergeevich Prokofiev, [27 November 1922]","Box: 1; Folder: 1922, November","Binder III, page 384",27 November 1922,implied,Vladimir Nikolaevich Tsederbaum,not_stated,12 Rue José Maria de Hérédia,Paris,,"12 Rue José Maria de Hérédia, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,111,,2.30761057717238,48.8478391712464
2088,"Evgenii Griunberg to Sergey Sergeevich Prokofiev, 27 November 1922","Box: 1; Folder: 1922, November","Binder III, page 383",27 November 1922,exact,Evgenii Griunberg,not_stated,Neue Promenade 6,Berlin,,"Neue Promenade 6, Berlin",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,Russian,,112,,13.4015242485294,52.5227388785776
2094,"Ernest Alexandrovich Oeberg to Sergey Sergeevich Prokofiev, 07 December 1922","Box: 1; Folder: 1922, December","Binder III, page 396",07 December 1922,exact,Ernest Alexandrovich Oeberg,not_stated,not_stated,Leipzig,,Leipzig,Sergey Sergeevich Prokofiev,not_stated,not_stated,not_stated,,not_stated,original,letter,handwritten,Russian,,113,,12.3859400000356,51.345199999964
2096,"Clerical assistant to Sergey Sergeevich Prokofiev, 11 December 1922","Box: 1; Folder: 1922, December","Binder III, page 400",11 December 1922,exact,Clerical assistant,Breitkopf & Hartel,13 Rue Bréderode,Brussels,,"13 Rue Bréderode, Brussels",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,French,From "Pr. l'Administrateur des concerts populaires." Signature unidentifiable.,114,,4.3609136858299,50.8405245619612
